#SampleID	SMPL0	SMPL1	SMPL10	SMPL11	SMPL12	SMPL13	SMPL14	SMPL15	SMPL16	SMPL17	SMPL18	SMPL19	SMPL2	SMPL20	SMPL21	SMPL22	SMPL23	SMPL24	SMPL25	SMPL27	SMPL28	SMPL29	SMPL3	SMPL30	SMPL31	SMPL32	SMPL33	SMPL34	SMPL35	SMPL36	SMPL37	SMPL38	SMPL39	SMPL4	SMPL40	SMPL41	SMPL42	SMPL43	SMPL44	SMPL45	SMPL46	SMPL47	SMPL48	SMPL49	SMPL5	SMPL50	SMPL51	SMPL52	SMPL53	SMPL54	SMPL55	SMPL56	SMPL57	SMPL58	SMPL59	SMPL6	SMPL7	SMPL8	SMPL9
GROUP	KLT	KRN	KRN	KLT	KRN	KLT	KRN	KRN	KRN	KLT	KRN	KRN	KLT	KLT	KRN	KLT	KRN	KLT	KRN	KRN	KLT	KLT	KLT	KLT	KLT	KRN	KLT	KRN	KRN	KRN	KLT	KLT	KLT	KLT	KLT	KRN	KLT	KLT	KRN	KRN	KRN	KRN	KLT	KLT	KLT	KLT	KRN	KLT	KRN	KLT	KRN	KLT	KLT	KRN	KRN	KRN	KRN	KRN	KLT
d_Bacteria|p_Firmicutes|c_Clostridia|o_Peptostreptococcales-Tissierellales|f_Family XI|g_Peptoniphilus|s_?	0.0	0.0	0.0	0.015350104836365421	0.0	0.0	0.00010374317591442375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5675221726203415e-05	0.0	0.0	0.0	0.0	0.00012929557260624375	0.0	0.0	0.0009446775478539846	0.0	0.0007970659154659732	0.0	0.003120527541916753	0.0	0.0	0.0	2.7994059284666714e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3056930687673225e-05	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Peptostreptococcales-Tissierellales|f_Family XI|g_Peptoniphilus|s_Peptoniphilaceae bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002168158746656445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Peptostreptococcales-Tissierellales|f_Family XI|g_Peptoniphilus|s_Peptoniphilus duerdenii	0.0	0.0	0.0	0.0013347917249013409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1048803537140924e-05	0.0	0.0	0.0	0.0003448548779764752	0.0	0.0	0.0	0.0	0.00047016571856815906	0.0	0.0	0.0	0.0	0.0	0.0	0.00018236849270942063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Peptostreptococcales-Tissierellales|f_Family XI|g_Peptoniphilus|s_Peptoniphilus urinimassiliensis	0.0	0.0	0.0	0.011175609147703384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5565985092982663e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Peptostreptococcales-Tissierellales|f_Peptostreptococcaceae|g_?|s_?	0.02246714868635146	0.0	0.0	0.006333717596590676	4.754428179094374e-05	0.0	0.0010374317591442374	0.08246053614822552	0.0	0.0	0.0003752461030688184	0.0	0.3311086588297428	4.595801839213745e-05	0.0	0.0	0.0	0.00516037413157313	0.0	0.005058356439963381	0.001403986552289998	0.0026653285605537	0.019281306996564513	0.00990460054930233	0.0024338370219429005	0.0	0.0	0.0015004182131791064	0.004639873310981452	4.02275937046292e-05	0.05600801621905279	0.0007287568637806466	0.0009407167671823348	0.01116441764920966	0.0	0.02009068286796577	0.00044281439748109625	0.006666560313471079	0.033657118487816405	0.2051414643860929	0.0	0.03598718456041622	0.03322894837089939	0.0	0.0008654099230901475	0.0010663265588235211	2.929019866233193e-05	3.6712018072601545e-05	0.05870221541763448	0.11039425326233449	0.0	6.274775418470922e-05	0.006310526044047208	0.2013200173877297	0.025852722761592985	0.09777214250071732	0.0	0.0036903879532326294	0.0007935778353760895
d_Bacteria|p_Firmicutes|c_Clostridia|o_Peptostreptococcales-Tissierellales|f_Peptostreptococcaceae|g_Intestinibacter|s_Intestinibacter bartlettii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4927610685678814e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.00827370293404e-05	0.0	3.7539838881038034e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.7833745474035584e-05	4.02275937046292e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000354251517984877	0.0	2.0263165856602292e-05	0.0002045278807438613	0.0	0.0	0.000195958414992667	0.0	0.0	0.0	0.0	0.0	8.962170292768622e-05	0.0007111621865264362	0.0	0.0	0.0	0.00021088911078981766	7.834158412603934e-05	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Peptostreptococcales-Tissierellales|f_Peptostreptococcaceae|g_Peptostreptococcus|s_Peptostreptococcus anaerobius	3.2004485308192966e-05	0.0	0.0	0.0	0.0001426328453728312	0.0	0.017376981965665977	7.478283205703643e-05	0.0	0.0	0.0	0.0	0.000323769874996489	0.0	0.0	0.0	0.0	8.191070050116079e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00011062895554285912	0.0009677477687018597	0.0004075557648812888	0.0	0.0	0.0	5.3493807277032275e-05	0.0	0.0	0.0	0.006107450193102505	0.0	0.0	3.392651559018361e-05	0.020992639827439975	0.0	0.0	0.0	0.0	0.0	0.0	2.665816397058803e-05	0.0	0.0	0.0	0.00010940956715791327	0.0	0.0	2.7922681610828355e-05	0.0	2.611386137534645e-05	0.0008757457031314251	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Peptostreptococcales-Tissierellales|f_Peptostreptococcaceae|g_Romboutsia|s_?	0.0008321166180130171	0.0	0.0	0.0	0.0	0.0	0.0	0.0009721768167414738	0.0	0.0	0.0	0.0	0.000647539749992978	0.0	0.0	0.0	0.0	4.0955350250580394e-05	0.0	0.000125206842573351	0.0	0.0	9.314641061142277e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6746903638516137e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00018659583574600984	6.078949756980687e-05	0.0013549972099280811	0.0	5.7810738249664604e-05	5.598811856933343e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00041028587684217475	0.0	0.0	2.7922681610828355e-05	0.0009226398597054523	7.834158412603934e-05	0.0016541863281371362	0.0	4.6419974254498484e-05	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Peptostreptococcales-Tissierellales|f_Peptostreptococcaceae|g_Romboutsia|s_Romboutsia ilealis	6.858103994612779e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00014600457687326162	0.0	0.0	0.0	0.0	0.0025490453650517234	0.0	0.0	0.0	0.0	9.361222914418375e-05	0.0	3.219604523314741e-05	0.0	2.681417062931288e-05	8.427532388652536e-05	0.0	0.0	0.0	0.0	2.52171128265396e-05	2.7333568842306044e-05	5.7467991006613145e-06	0.00020251227040590789	6.7166531224022725e-06	0.0	4.6325384436554606e-05	0.0	0.0	0.0	1.4539935252935832e-05	6.368423554932148e-05	0.00072680443335765	0.0	6.606941514247383e-05	9.597963183314301e-05	0.0	0.0	7.6166182773108655e-06	0.0	0.0	7.041705230032489e-05	0.00032432121693238577	9.941746775435305e-06	0.0	1.1966863547497866e-05	0.00035399243596862255	5.595827437574239e-05	0.00032805712053812113	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Clostridia|o_Peptostreptococcales-Tissierellales|f_Peptostreptococcaceae|g_Terrisporobacter|s_Clostridium sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.00010374317591442375	2.4927610685678814e-05	0.0	0.0	0.0	0.0	0.00021584658333099267	0.0	0.0	0.0	0.0	8.191070050116079e-05	0.0	0.0001001654740586808	0.0	0.0	0.0	0.0	7.375263702857275e-05	0.0	0.0	0.00017651978978577723	0.0	0.0	0.0	0.0	0.0	0.000231626922182773	0.0	0.0	0.0	0.0	2.0263165856602292e-05	0.00012782992546491332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.481085146384311e-05	0.0051148972646324455	0.0	0.0	2.7922681610828355e-05	0.0003163336661847265	0.0002089108910027716	0.0021990947656411342	3.0661738545081194e-05	0.0	0.0
d_Bacteria|p_Firmicutes|c_Erysipelotrichi|o_Erysipelotrichales|f_?|g_?|s_?	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.822656419433063e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.507967776207607e-05	0.0	0.0	0.0	2.4193694217546493e-05	0.0	0.0	0.0	0.0	0.0	4.701657185681591e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.0526331713204584e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.502619664743817e-05
d_Bacteria|p_Firmicutes|c_Erysipelotrichi|o_Erysipelotrichales|f_Erysipelotrichaceae|g_?|s_?	0.0026403700379259197	0.00020194340898871754	0.0	0.0	7.13164226864156e-05	0.0018174236704175779	0.0	0.0010843510648270284	0.0	0.0	0.00017056641048582654	0.0	0.00043169316666198535	0.0	0.0012152335885490645	4.506595168877643e-05	0.0	0.0	0.0	0.0002003309481173616	0.00014523998816793083	1.8769919440519017e-05	0.002064745435219871	0.0	5.531447777142956e-05	0.0	0.00010972655208342391	0.00017651978978577723	2.3916872737017792e-05	0.0	0.00014710797001183876	0.0	5.427212118359624e-05	0.0	0.0	0.0	0.0	5.088977338527541e-05	0.0	0.000230093865836844	0.0	1.4452684562416151e-05	9.79792074963335e-05	6.324566398327534e-05	0.0011859321168272393	0.0	7.322549665582982e-05	0.0002202721084356093	8.962170292768622e-05	9.573337126317411e-05	6.959222742804713e-05	0.0001673273444925579	0.0	6.590284712181803e-05	6.528465343836613e-05	0.00021407117187657057	0.00024529390836064955	0.000429384761854111	0.0011478536547404152
d_Bacteria|p_Firmicutes|c_Erysipelotrichi|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Catenibacterium|s_?	3.2004485308192966e-05	2.692578786516234e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.822656419433063e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.314641061142277e-05	0.0	0.0	0.0	6.270088690481366e-05	4.412994744644431e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6963257795091806e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011013605421780465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3209987127249242e-05	0.00022673652439316846
d_Bacteria|p_Firmicutes|c_Erysipelotrichi|o_Erysipelotrichales|f_Erysipelotrichaceae|g_[Eubacterium]|s_biforme	0.0	0.0	0.0	0.0	0.0011886070447735934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Incertae Sedis|o_DTU014|f_?|g_?|s_?	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.677477687018597e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001390987139197528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Negativicutes|o_?|f_?|g_?|s_?	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005799257956518103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Acidaminococcales|f_Acidaminococcaceae|g_Acidaminococcus|s_?	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005368856869526359	0.0	0.0	0.0	0.0016654691515595838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Acidaminococcales|f_Acidaminococcaceae|g_Acidaminococcus|s_Acidaminococcus fermentans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01980920109860466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006263666347780753	0.0	0.0	0.0	0.0011700447836905938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Acidaminococcales|f_Acidaminococcaceae|g_Acidaminococcus|s_Acidaminococcus intestini	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009520286192675342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Acidaminococcales|f_Acidaminococcaceae|g_Phascolarctobacterium|s_?	0.0	4.48763131086039e-05	0.0	0.0016401362371336737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027637787240240845	0.0	0.0	0.027992206525627356	0.0	0.0	0.0	0.0017903333720984405	0.0009823138948420807	0.0018534577927506609	0.0	0.01171963896594864	0.0006775882255090754	0.0027661416442426694	0.0	0.0	0.013782039884195341	0.0	0.0	0.0	0.00020938604718489034	8.521995030994222e-06	0.0	0.0	1.866270618977781e-05	0.0	0.0	0.0	0.004042047415401806	1.2237339357533848e-05	0.024093301137059642	0.03403549285004085	0.0	0.0	0.0026340396319548083	0.0	0.009078919138162117	0.0	0.010394329366782524	0.03247077199102169	0.0
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Acidaminococcales|f_Acidaminococcaceae|g_Phascolarctobacterium|s_Phascolarctobacterium succinatutens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.80020442333953e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003629054132631974	0.0	0.0	0.0	0.006315732211626785	0.0	7.052485778522386e-05	0.0	0.0	4.3938490597859746e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011716079464932771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Acidaminococcales|f_Acidaminococcaceae|g_Phascolarctobacterium|s_gut metagenome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006619492116966645	0.0	0.0029567281372902465	0.0	0.0038318506063304966	0.0	0.0	0.012017177178514641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014352197344542645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012785944973298857	0.0	0.0
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Selenomonadales|f_Acidaminococcaceae|g_Phascolarctobacterium|s_Phascolarctobacterium_succinatutens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.507967776207607e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3508285928407954e-05	0.0	0.0	4.3938490597859746e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.611386137534645e-05	0.0	0.0005212495552663803	2.3209987127249242e-05	0.0
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Selenomonadales|f_Veillonellaceae|g_Dialister|s_?	0.002656372280580016	0.00018848051505613637	0.0	0.0	0.0	8.919870775055597e-05	0.01779195466932367	0.00032405893891382457	0.0	0.0	0.0006822656419433062	0.0	0.004604727111061177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014523998816793083	0.00011261951664311409	0.0028875387289541057	0.0	0.0004425158221714365	4.8387388435092985e-05	0.0	8.825989489288862e-05	9.566749094807117e-05	4.02275937046292e-05	0.0	0.0	0.0	0.0	0.00017575396239143898	0.0	0.0	0.0	6.078949756980687e-05	0.0002045278807438613	0.0	0.000289053691248323	0.0	3.162283199163767e-05	0.0029488041823812435	0.0	0.000410062781272647	3.6712018072601545e-05	8.962170292768622e-05	0.0007385145783159146	3.4796113714023566e-05	0.0008157208044012198	2.7922681610828355e-05	0.0005799450546719986	5.22277227506929e-05	0.0	0.0004905878167212991	0.00013925992276349545	2.8342065549146058e-05
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Selenomonadales|f_Veillonellaceae|g_Dialister|s_Dialister_succinatiphilus	3.2004485308192966e-05	5.385157573032468e-05	0.0	0.0	0.0	0.0	0.0008818169952726017	7.478283205703643e-05	0.0	0.0	3.411328209716531e-05	0.0	0.00017987215277582723	0.0	3.15645087934822e-05	0.0	0.0	0.0	0.0	2.50413685146702e-05	0.0	0.0	0.0003725856424456911	0.0	0.0	0.0	0.0	4.412994744644431e-05	0.0	0.0	0.0	0.0	3.618141412239749e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.5565985092982663e-05	0.0	2.8905369124832302e-05	0.0	3.162283199163767e-05	0.00016026109686854585	0.0	0.0	0.0	0.0	0.0	6.959222742804713e-05	0.0	0.0	0.0	0.0	5.838304687542834e-05	0.0	0.0	0.0003401047865897527
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Selenomonadales|f_Veillonellaceae|g_Dialister|s_OTU379|NN=Dialister_succinatiphilus_AB370249|D=96.3	0.00022403139715735076	0.0002961836665167857	0.0	0.0	0.0	6.689903081291698e-05	0.00025935793978605935	7.478283205703643e-05	0.0	0.0	0.0	0.0	0.00014389772222066178	0.0	9.469352638044659e-05	0.0	0.0	0.0	0.0	2.50413685146702e-05	0.0	0.0	0.0006209760707428185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.113197018596533e-05	0.0	0.0	0.0	0.0	6.410443874741834e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023353218750171335	0.0	0.0	0.00036844685213889875
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales-Selenomonadales|f_?|g_?|s_?	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.02275937046292e-05	0.0	0.0	3.618141412239749e-05	0.0	0.0	0.0	8.856287949621924e-05	0.0	0.0	0.0	0.00016890324825368606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4704783578956634e-05	0.0	6.274775418470922e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00017005239329487634
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales-Selenomonadales|f_Selenomonadaceae|g_Anaerovibrio|s_?	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009252346552064716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales-Selenomonadales|f_Selenomonadaceae|g_Megamonas|s_?	4.0210763592345004e-05	3.175862158455045e-05	0.0	0.0	2.3162598821229e-05	5.031721975672388e-05	0.00013433411240201023	4.0906848304703695e-05	0.00010229367337673139	1.4422976993549506e-06	1.312049311429435e-05	0.0	1.1991476851721815e-05	0.0	8.093463793200563e-06	8.859118708050069e-05	0.0	0.0	4.62170355187974e-05	7.705036466052371e-06	7.448204521432351e-06	2.8876799139260024e-06	6.926271558285284e-05	0.0005079282332975554	9.455466285714454e-07	2.4814045351329733e-06	3.215430097682752e-06	1.5841519596159494e-05	2.453012588412081e-06	9.283290854914432e-06	4.114908252079406e-06	0.0	0.07456896677769399	0.0	6.759767784286116e-06	0.0	4.995854740812368e-05	2.174776640396385e-06	1.0391367105949893e-06	5.244304634457983e-06	0.0	2.964653243572544e-06	1.1484742270632499e-05	3.2433673837577096e-06	2.629925692201778e-05	3.4177133295625674e-06	7.510307349315879e-07	6.589336577133611e-06	0.0036193380028488667	3.5067168960869637e-06	0.0	1.7698084513635933e-05	7.15966195149445e-07	6.759266371468515e-07	6.026275702003027e-06	3.792403044899619e-05	2.201355587851983e-05	7.141534500692075e-06	2.6888626290215487e-05
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales-Selenomonadales|f_Selenomonadaceae|g_Megamonas|s_Megamonas funiformis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018775746763350264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales-Selenomonadales|f_Selenomonadaceae|g_Megamonas|s_Megamonas sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0049025816135848605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002464596830511371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales-Selenomonadales|f_Selenomonadaceae|g_Megamonas|s_uncultured Clostridiales bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41576062968046956	0.0	0.0	0.0	0.0006199401564735347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales-Selenomonadales|f_Selenomonadaceae|g_Mitsuokella|s_?	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02476834681087551	0.01406072842098732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales-Selenomonadales|f_Selenomonadaceae|g_Mitsuokella|s_Mitsuokella jalaludinii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1948526154381298	0.007913072450635784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales-Selenomonadales|f_Selenomonadaceae|g_Mitsuokella|s_Mitsuokella multacida	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10289585481908257	0.0036560398031418497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00037347717008180784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
