Species	SMPL0	SMPL1	SMPL10	SMPL11	SMPL12	SMPL13	SMPL14	SMPL15	SMPL16	SMPL17	SMPL18	SMPL19	SMPL2	SMPL20	SMPL21	SMPL22	SMPL23	SMPL24	SMPL25	SMPL26	SMPL27	SMPL28	SMPL29	SMPL3	SMPL30	SMPL31	SMPL32	SMPL33	SMPL34	SMPL35	SMPL36	SMPL37	SMPL38	SMPL39	SMPL4	SMPL40	SMPL41	SMPL42	SMPL43	SMPL44	SMPL45	SMPL46	SMPL47	SMPL48	SMPL49	SMPL5	SMPL50	SMPL51	SMPL52	SMPL53	SMPL54	SMPL55	SMPL56	SMPL57	SMPL58	SMPL59	SMPL6	SMPL7	SMPL8	SMPL9
Bacteria;Chloroflexi;TK10;bacterium Ellin6519;?;?;?	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;TK10;bacterium Ellin6543;?;?;?	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;?;?;?	0	0	2	2	11	0	0	1	55	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	3	0	0	1
Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;?;?;?	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	115	0
Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;Clostridium sp. CAG:306;?;?	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	0	126	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;gut metagenome;?;?	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
Bacteria;Desulfobacterota;?;?;?;?;?	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;?;?;?	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Desulfobacterota;Desulfovibrionia;?;?;?;?	0	0	0	65	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	8	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;?;?	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	4	0	0	0	0	0	7	0	1	0	0	0	0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Bilophila;bacterium NLAE-zl-H528	16	250	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	16	0	0	264	50	108	184	0	42	0	0	0	51	0	0	0	829	26	0	0	0	0	0	20	1	0	115	0	0	0	278	1	9	0	0	149	13
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	37	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Bacteria;Firmicutes;?;?;?;?;?	9	10	6220	726	0	42	15	37625	146	194	96	215	401	26	243	788	16	222	1	660	398	19734	6790	7363	0	6643	1	1395	1481	0	20427	1	55	4	329	5	0	30	9	0	4	2	8977	5067	1	26	0	3	17	8	1968	0	18	5	9	62	13	585	6	5
Bacteria;Firmicutes;Bacilli;?;?;?;?	2794	280	132	6	3	1858	47	30	137	3148	511	56	413	415	2866	674	37	10503	598	881	253	2149	2	1134	20	31	6	2285	784	306	269	229	487	414	1588	0	0	317	64	72	63	41016	352	647	74	473	1478	9	6143	5613	3549	0	1052	307	2739	1311	2140	71	537	19
Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Acholeplasmataceae;Anaeroplasma;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3525	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Anoxybacillus;Anoxybacillus flavithermus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus clausii	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;?;?;?	0	3	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	1	0	0	1	0	0	0	13	3	6	10	3	45	3	0	0	3	0	7	0	4	0	0	0	0	0	0	0	2	0	0	0	4	0	37	25	1	0	145	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;?;?	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	11	0	20	9	0	0	63	0	0	0	0	0	0	3	0	0	0	0	190	0	0	0	0	0	0	0	0	0	5	0	9	0	38	4	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Asteroleplasma;?	0	0	0	0	0	0	0	183	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	300	0	1636	0	0	0	0	0	258	0	91	0	0	0	403	0	0	0	0	0	0	1938	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Catenibacterium;?	0	72	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1050	0	0	0	0	0	1	0	0	3175	0	1	0	0	0	0	0	0	0	1499	0	0	0	0	0	5	0	0	0	0	0	0	10	0	0	0	0	0	0	0	388
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	315	0	0	0	35	0	0	0	0	0	0	0	0	0	0	1	67	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium;Clostridiales bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium;Erysipelatoclostridium ramosum	0	0	0	0	0	0	71	0	0	0	3	0	1	0	0	500	0	0	0	0	0	0	1	0	0	0	0	14	5	0	0	33	0	1	0	40	0	0	1	17	4	0	1	3090	0	0	103	0	0	0	0	6	26	0	20	0	0	0	4	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium;[Clostridium] saccharogumia	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium;[Clostridium] spiroforme	4	0	0	0	0	0	0	0	0	0	10	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	25	0	21	0	0	0	0	1	0	0	0	0	0	0	3785	0	54	6	0	0	26	29	0	12	23	116	19	6	15	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelatoclostridium;bacterium ic1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1446	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelotrichaceae UCG-003;?	29	2	0	0	0	39	1	4	5	0	0	0	1584	0	21	0	0	1	0	10	2	1812	1	3	0	0	0	13568	115	16	2	4	2	39	2	0	0	1	0	0	3	627	3	1	0	1	7	2	13	105	0	0	0	3	24	22	1	6	1	3
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Erysipelotrichaceae UCG-003;gut metagenome	45	0	0	0	0	0	0	0	0	0	0	0	0	0	469	0	0	0	3	0	889	0	0	91	0	0	0	198	0	0	0	0	0	0	9	0	0	0	0	11	0	0	81	0	0	0	0	6106	4	113	538	0	13013	0	0	407	0	0	0	6
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;?;?	6	3	0	0	0	0	0	386	54	0	9	0	6	0	3	0	0	0	0	0	3812	0	16	0	0	1219	0	6	12	2	0	196	12	1	0	0	0	0	127	2	0	0	1	1	114	0	0	4	0	801	1	0	0	4	4	33	19	23	0	209
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;?;Clostridiales bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Dubosiella;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae UCG-006;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Faecalicoccus;Faecalicoccus pleomorphus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea sp. Marseille-P3755;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea;?	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	2	0	0	0	0	1	0	38	0	0	0	0	0	0	0	129	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea;Absiella argi	0	0	0	0	0	364	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea;Absiella dolichum	0	0	0	0	0	0	0	2	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	18	0	0	0	0	57	0	0	0	0	1
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea;Faecalitalea cylindroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	15363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemanella;?	1757	728	0	0	1131	0	0	0	2553	0	7	0	0	0	0	0	0	0	0	0	19067	17	0	0	0	3457	1	27599	1170	1	5338	18	1380	1134	0	0	0	2	3832	1	0	1	0	0	7167	5	0	3	3	46	11	4	0	1	0	1	0	146	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemanella;Holdemanella biformis	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	2	1	0	3	14	0	5	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemanella;metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemania;Holdemania filiformis	1	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemania;Holdemania massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	2	0	0	0	0	37	6	0	51	24	0	0	0	0	0	0	8	7	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Merdibacter;Clostridiales bacterium	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Merdibacter;Eubacterium sp.	2	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	49	0	0	0	0	0	2	0	0	0	0	0	0	72	2	0	0	0	0	4	0	0	0	0	0	31	0	123	16	1	0	0	3	0	3
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Solobacterium;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Solobacterium;uncultured organism	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	206	0	0	0	0	0	0	0	0	0	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;?	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;Turicibacter sanguinis	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	0	0	20	0	0	0	0	11	2	0	0	0	0	0	0	0	0	11	0	0	0	0	80	81	2	0	0	4
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;[Clostridium] innocuum group;?	2	0	0	0	0	12	3	10	1	0	4	0	28	0	6	0	0	0	0	0	3	31	2	0	0	5	0	20	6	11	0	49	2	26	0	6	1	69	6	6	9	47	4	0	0	1	124	4	0	60	40	168	0	21	9	1	0	554	6	3
Bacteria;Firmicutes;Bacilli;Izemoplasmatales;uncultured organism;?;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;?;?;?	31	4	2	0	7	185	9	43	130	4033	0	450	220	50	436	293	147	4156	10	3	218	61	0	7	0	18	47	11	27	33	96	781	4	0	1633	14	0	241	8	25	323	48	0	79	78	0	10	3	6	268	344	18	19	159	39	182	361	21	27	50
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia;?	0	0	0	0	0	0	0	0	0	1	0	4	2	0	0	7	0	22	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	2	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;?	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?;?	0	0	28	0	3	12	11	1	199	486	1	29	97	44	86	194	1456	27	2	23	7	3	1	1	0	1	1	88	57	10	7	22	2	22	249	3	0	21	0	2	0	16	13	10	0	0	8	2	13	6	23	1	75	9	22	4	53	6	7	5
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes;uncultured organism	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium;Carnobacterium divergens	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;?	0	0	0	0	0	12	0	1	0	0	0	0	2	0	0	9	0	0	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	4	1	0	3	0	0	0	5	15	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;?	0	0	24	0	57	3562	11	500	0	23227	27	4361	60	19630	36	26129	754	24455	5566	1863	0	1084	0	34	0	2	5	3710	5042	81	6243	1	0	4	9745	0	0	11985	0	0	43	37929	24	142	1246	2	1277	4	1329	22	486	0	4472	62	25	149	2815	3142	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus aquimarinus	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus asini	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	1	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium	0	0	0	0	0	0	0	0	0	3	0	1	0	19	0	3	0	2	11	4	0	0	0	0	0	0	0	2	2	0	12	0	0	0	0	0	0	17	0	0	0	71	0	0	0	0	29	0	5	0	4	0	7	0	1	0	1	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus gallinarum	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus italicus	0	0	0	0	0	0	0	0	605	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus saccharolyticus	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;?;?	6	0	37	0	15	4	1	10900	164	10102	0	231	25	5	1	3877	300	20	0	176	1	114	0	0	0	3	0	44	22	2	6652	7	43957	13	211	0	0	85	5902	0	2640	0	0	1204	8447	0	49	0	2	1	1	52284	678	10	13	3	132	1	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Dellaglioa;Lactobacillus algidus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;?	0	0	0	0	0	0	0	4	0	12	1	2	9	0	0	11	0	4855	0	42	2	18	0	0	0	13	0	9	45	0	0	4	0	0	1066	0	0	209	0	0	20	70	0	58	3	0	0	0	218	6	2	0	45	8	19	0	200	2	41	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus;?	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	14	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;?	0	0	0	0	0	4	22	7	0	4	0	101	20	6	6	3577	0	8	0	5	0	122	0	6	0	10	0	235	1685	0	6	1	0	22	145	8	0	80	0	0	0	23	0	174	0	2	3	0	3	0	9	0	1453	0	16	0	117	5	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus acidophilus	0	0	0	0	0	0	299	0	0	337	0	0	242	0	0	92	0	0	0	0	0	10	0	0	0	0	0	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1309	0	3	0	963	0	58	23	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus delbrueckii	0	0	0	0	1	0	0	0	0	0	0	35	0	0	2	0	0	33	1	0	0	0	0	1	0	0	0	177	1445	0	1	0	0	7	3	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	33	0	19902	0	1	0	9	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus equicursoris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus gasseri	0	0	0	0	0	2	0	3	0	0	0	16	38	0	65	116	37	0	13	4	1	172	3	18	0	0	0	88	112	0	2	0	0	0	1128	13	0	803	0	0	0	1050	0	12	8	2	98	0	0	0	3242	0	725	0	28	1	3	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus iners	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus intestinalis	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus johnsonii	0	0	1	0	0	0	0	0	0	0	0	257	1	0	0	7	0	0	278	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	30	0	0	7	0	0	0	18	0	4458	0	0	4	0	0	0	6	0	4	0	0	0	8	0	0	0
